C17H28                  C  17H  28          G   200.000  5000.000 1000.00      1
 4.21519701E+01-1.34786998E-03 5.74759412E-07-1.09538779E-10 7.73843779E-15    2
-1.24339330E+07-1.47299626E+02 4.05728063E+01 3.30523410E-02-1.13121479E-04    3
 1.36238367E-07-5.57483800E-11-1.24345909E+07-1.45453513E+02                   4
